transaction_id,item_name,date,time,period,purchase_cost,branch_location
TXN107536,Gulab Jamun,2025-04-16,14:24:24,Afternoon,104.01,Koramangala
TXN107537,Milk Burfi,2025-04-23,22:07:36,Night,1022.52,Vijayanagar
TXN107538,Badam Milk,2024-02-12,11:03:17,Morning,187.35,HSR Layout
TXN107539,Kesar Peda,2024-09-16,14:39:22,Afternoon,1366.23,Indiranagar
TXN107540,Dharwad Peda,2025-04-22,08:04:44,Morning,547.14,HSR Layout
TXN107541,Gulab Jamun,2024-12-20,18:11:34,Evening,106.85,Vijayanagar
TXN107542,Mysore Pak,2024-12-25,21:44:02,Evening,853.87,HSR Layout
TXN107543,Kaju Katli,2025-03-14,15:30:15,Afternoon,844.21,Basavanagudi
TXN107544,Chiroti,2025-02-27,10:41:34,Morning,168.32,Koramangala
TXN107545,Samosa,2025-06-10,08:53:30,Morning,26.6,Indiranagar
TXN107546,Halwa (Assorted),2024-07-21,11:06:06,Morning,429.03,Electronic City
TXN107547,Gulab Jamun,2024-10-06,08:33:20,Morning,128.86,Vijayanagar
TXN107548,Rasgulla,2024-06-15,12:38:10,Afternoon,100.05,Vijayanagar
TXN107549,Halwa (Assorted),2025-03-10,15:43:42,Afternoon,705.59,Koramangala
TXN107550,Milk Burfi,2024-09-12,13:34:07,Afternoon,477.9,RR Nagar
TXN107551,Dharwad Peda,2025-03-18,15:21:30,Afternoon,1023.97,Vijayanagar
TXN107552,Halwa (Assorted),2025-05-27,14:11:28,Afternoon,869.76,Koramangala
TXN107553,Milk Burfi,2024-03-30,14:06:55,Afternoon,808.75,Vijayanagar
TXN107554,Samosa,2025-03-29,20:23:20,Evening,87.51,Vijayanagar
TXN107555,Milk Burfi,2024-08-24,08:06:14,Morning,401.67,Malleswaram
TXN107556,Rasgulla,2025-06-03,13:56:38,Afternoon,140.0,Jayanagar
TXN107557,Dharwad Peda,2024-07-11,14:05:45,Afternoon,860.28,Koramangala
TXN107558,Pista Roll,2025-05-22,21:52:10,Evening,969.62,Electronic City
TXN107559,Milk Burfi,2024-09-20,19:05:26,Evening,211.25,Electronic City
TXN107560,Jalebi,2025-04-16,13:20:20,Afternoon,665.23,Malleswaram
TXN107561,Gulab Jamun,2024-11-07,17:26:09,Evening,94.98,Jayanagar
TXN107562,Badam Milk,2025-02-13,11:03:00,Morning,181.57,Vijayanagar
TXN107563,Halwa (Assorted),2025-06-05,22:48:50,Night,614.09,Malleswaram
TXN107564,Jalebi,2024-08-10,08:03:57,Morning,686.53,Basavanagudi
TXN107565,Laddoo (Boondi),2025-01-23,22:51:32,Night,844.69,Electronic City
TXN107566,Rasgulla,2025-07-06,21:16:57,Evening,46.4,RR Nagar
TXN107567,Laddoo (Boondi),2024-09-08,22:29:40,Night,661.66,Indiranagar
TXN107568,Laddoo (Boondi),2025-05-26,09:10:32,Morning,566.74,Basavanagudi
TXN107569,Laddoo (Boondi),2024-03-07,15:39:37,Afternoon,533.41,Vijayanagar
TXN107570,Kesar Peda,2024-03-17,12:01:46,Afternoon,771.57,Electronic City
TXN107571,Halwa (Assorted),2024-02-12,16:49:36,Afternoon,936.57,RR Nagar
TXN107572,Halwa (Assorted),2024-01-28,11:21:03,Morning,823.63,HSR Layout
TXN107573,Kaju Katli,2024-07-05,18:09:03,Evening,2014.24,Jayanagar
TXN107574,Samosa,2025-04-22,22:26:52,Night,77.12,Electronic City
TXN107575,Kesar Peda,2024-07-22,14:22:06,Afternoon,1211.49,Vijayanagar
TXN107576,Milk Burfi,2025-02-10,20:20:57,Evening,985.04,Jayanagar
TXN107577,Laddoo (Boondi),2025-01-13,13:03:17,Afternoon,647.13,Electronic City
TXN107578,Mysore Pak,2024-10-13,10:58:15,Morning,866.54,RR Nagar
TXN107579,Pista Roll,2024-12-06,08:42:15,Morning,2101.24,Malleswaram
TXN107580,Gulab Jamun,2024-03-06,17:01:51,Evening,109.18,Electronic City
TXN107581,Jalebi,2024-09-15,16:56:24,Afternoon,221.6,Vijayanagar
TXN107582,Kaju Katli,2024-06-06,09:42:59,Morning,2254.75,RR Nagar
TXN107583,Kaju Katli,2025-03-01,18:34:08,Evening,522.13,Koramangala
TXN107584,Badam Milk,2024-07-21,17:36:30,Evening,62.94,RR Nagar
TXN107585,Kaju Katli,2024-09-28,10:45:11,Morning,2042.77,Koramangala
TXN107586,Halwa (Assorted),2024-09-20,14:39:44,Afternoon,340.98,RR Nagar
TXN107587,Mysore Pak,2024-06-05,08:56:43,Morning,830.67,Jayanagar
TXN107588,Kesar Peda,2025-02-01,22:18:59,Night,447.84,Koramangala
TXN107589,Pista Roll,2024-11-12,11:36:10,Morning,754.09,Indiranagar
TXN107590,Mysore Pak,2024-09-10,20:40:50,Evening,880.09,HSR Layout
TXN107591,Gulab Jamun,2025-05-25,20:07:53,Evening,68.52,Vijayanagar
TXN107592,Samosa,2024-04-28,14:17:39,Afternoon,66.25,Malleswaram
TXN107593,Pista Roll,2024-06-05,08:50:06,Morning,1816.54,Jayanagar
TXN107594,Gulab Jamun,2024-10-01,14:18:32,Afternoon,119.23,Indiranagar
TXN107595,Dharwad Peda,2024-09-24,12:39:12,Afternoon,422.14,Indiranagar
TXN107596,Dharwad Peda,2024-02-13,14:32:13,Afternoon,275.08,HSR Layout
TXN107597,Samosa,2025-01-04,10:01:50,Morning,61.07,Vijayanagar
TXN107598,Chiroti,2024-07-01,20:37:01,Evening,449.17,Vijayanagar
TXN107599,Laddoo (Boondi),2024-12-21,11:12:45,Morning,152.78,HSR Layout
TXN107600,Mysore Pak,2024-05-06,10:37:04,Morning,614.88,Jayanagar
TXN107601,Mysore Pak,2025-03-30,20:05:35,Evening,596.23,Malleswaram
TXN107602,Dharwad Peda,2025-05-03,08:49:21,Morning,906.75,Basavanagudi
TXN107603,Samosa,2024-06-09,22:20:41,Night,77.48,Electronic City
TXN107604,Halwa (Assorted),2025-03-02,09:11:50,Morning,240.08,RR Nagar
TXN107605,Pista Roll,2024-09-18,16:48:39,Afternoon,413.79,Koramangala
TXN107606,Gulab Jamun,2024-07-13,11:34:51,Morning,41.02,Basavanagudi
TXN107607,Gulab Jamun,2025-02-22,21:02:15,Evening,27.85,Malleswaram
TXN107608,Sohan Papdi,2024-08-16,09:26:18,Morning,442.28,Koramangala
TXN107609,Dharwad Peda,2024-04-27,20:52:51,Evening,598.52,Malleswaram
TXN107610,Mysore Pak,2024-12-18,15:48:20,Afternoon,642.35,Indiranagar
TXN107611,Sohan Papdi,2025-02-10,16:18:39,Afternoon,461.84,Jayanagar
TXN107612,Kesar Peda,2024-04-03,22:09:12,Night,870.86,Electronic City
TXN107613,Milk Burfi,2025-05-26,21:50:24,Evening,587.41,RR Nagar
TXN107614,Milk Burfi,2024-12-09,22:15:59,Night,771.01,Basavanagudi
TXN107615,Mysore Pak,2025-02-07,08:11:32,Morning,679.36,Basavanagudi
TXN107616,Milk Burfi,2024-11-01,21:38:17,Evening,927.06,Jayanagar
TXN107617,Chiroti,2024-07-29,18:54:10,Evening,212.05,Vijayanagar
TXN107618,Kesar Peda,2024-09-17,14:06:57,Afternoon,1047.96,RR Nagar
TXN107619,Gulab Jamun,2025-02-23,18:34:10,Evening,139.06,Jayanagar
TXN107620,Chiroti,2025-04-09,14:22:34,Afternoon,81.11,Jayanagar
TXN107621,Mysore Pak,2024-05-08,11:56:17,Morning,958.69,Malleswaram
TXN107622,Kaju Katli,2024-03-01,21:11:48,Evening,1656.7,Basavanagudi
TXN107623,Kaju Katli,2024-01-17,19:53:51,Evening,776.45,HSR Layout
TXN107624,Gulab Jamun,2025-02-21,14:40:32,Afternoon,88.39,Basavanagudi
TXN107625,Mysore Pak,2024-08-31,11:55:19,Morning,924.91,Basavanagudi
TXN107626,Chiroti,2024-08-13,22:36:09,Night,398.9,Indiranagar
TXN107627,Gulab Jamun,2024-09-10,14:01:55,Afternoon,28.31,HSR Layout
TXN107628,Dharwad Peda,2024-05-28,11:33:36,Morning,856.77,Indiranagar
TXN107629,Pista Roll,2024-02-05,13:54:05,Afternoon,1307.18,Vijayanagar
TXN107630,Gulab Jamun,2024-04-29,18:10:58,Evening,103.42,Indiranagar
TXN107631,Kesar Peda,2024-06-04,17:24:27,Evening,787.93,Vijayanagar
TXN107632,Jalebi,2025-06-18,14:20:03,Afternoon,467.52,Basavanagudi
TXN107633,Milk Burfi,2024-03-16,08:40:42,Morning,539.51,Vijayanagar
TXN107634,Chiroti,2024-05-13,14:41:08,Afternoon,99.31,Electronic City
TXN107635,Badam Milk,2025-06-26,11:47:18,Morning,120.51,RR Nagar
TXN107636,Milk Burfi,2024-01-16,19:50:01,Evening,601.75,Koramangala
TXN107637,Chiroti,2025-06-21,17:47:49,Evening,143.92,Jayanagar
TXN107638,Samosa,2024-07-02,11:18:40,Morning,40.09,RR Nagar
TXN107639,Milk Burfi,2025-06-01,12:09:05,Afternoon,953.22,Malleswaram
TXN107640,Badam Milk,2024-09-13,19:36:39,Evening,96.44,Indiranagar
TXN107641,Halwa (Assorted),2024-06-18,21:10:08,Evening,749.97,Koramangala
TXN107642,Milk Burfi,2025-03-31,08:22:50,Morning,821.45,Indiranagar
TXN107643,Halwa (Assorted),2024-07-30,16:05:37,Afternoon,211.35,RR Nagar
TXN107644,Kesar Peda,2024-08-17,14:47:55,Afternoon,273.34,Indiranagar
TXN107645,Sohan Papdi,2025-06-21,14:41:37,Afternoon,198.35,Vijayanagar
TXN107646,Milk Burfi,2024-05-21,22:48:13,Night,1039.89,Electronic City
TXN107647,Kaju Katli,2025-03-13,09:17:13,Morning,627.26,Malleswaram
TXN107648,Pista Roll,2024-03-09,10:47:29,Morning,2134.02,Malleswaram
TXN107649,Kesar Peda,2025-01-30,22:08:01,Night,1230.55,Koramangala
TXN107650,Chiroti,2024-11-30,13:02:33,Afternoon,319.62,HSR Layout
TXN107651,Kaju Katli,2025-04-16,08:35:22,Morning,1300.07,HSR Layout
TXN107652,Mysore Pak,2024-10-05,20:19:16,Evening,947.98,Electronic City
TXN107653,Rasgulla,2024-03-14,11:47:28,Morning,70.27,HSR Layout
TXN107654,Badam Milk,2024-10-01,08:19:29,Morning,121.8,RR Nagar
TXN107655,Milk Burfi,2024-02-12,12:44:01,Afternoon,383.62,Malleswaram
TXN107656,Mysore Pak,2025-04-17,20:31:14,Evening,875.11,Vijayanagar
TXN107657,Sohan Papdi,2024-11-20,13:34:32,Afternoon,358.14,Malleswaram
TXN107658,Kaju Katli,2024-04-23,20:21:30,Evening,522.02,Indiranagar
TXN107659,Halwa (Assorted),2025-05-09,17:51:49,Evening,931.41,Jayanagar
TXN107660,Gulab Jamun,2024-05-08,14:36:29,Afternoon,60.56,Jayanagar
TXN107661,Samosa,2025-04-06,21:23:11,Evening,52.45,Malleswaram
TXN107662,Milk Burfi,2025-02-15,18:20:05,Evening,767.77,Indiranagar
TXN107663,Sohan Papdi,2024-05-15,21:03:30,Evening,568.0,HSR Layout
TXN107664,Kesar Peda,2024-12-12,10:05:17,Morning,356.37,Indiranagar
TXN107665,Jalebi,2024-09-30,15:50:53,Afternoon,382.51,Vijayanagar
TXN107666,Sohan Papdi,2025-01-15,12:41:44,Afternoon,197.07,Jayanagar
TXN107667,Mysore Pak,2025-01-10,21:01:07,Evening,1096.07,Malleswaram
TXN107668,Laddoo (Boondi),2024-07-31,10:22:07,Morning,622.98,Indiranagar
TXN107669,Mysore Pak,2024-12-04,16:50:42,Afternoon,447.54,Electronic City
TXN107670,Laddoo (Boondi),2024-07-07,11:45:38,Morning,755.94,Jayanagar
TXN107671,Chiroti,2024-10-10,19:36:10,Evening,246.12,HSR Layout
TXN107672,Samosa,2025-06-29,19:10:00,Evening,75.87,Vijayanagar
TXN107673,Kesar Peda,2024-01-29,12:47:33,Afternoon,644.3,HSR Layout
TXN107674,Sohan Papdi,2025-04-29,13:39:25,Afternoon,433.78,Jayanagar
TXN107675,Kaju Katli,2025-06-22,14:56:48,Afternoon,2033.66,RR Nagar
TXN107676,Rasgulla,2024-09-05,12:48:30,Afternoon,117.61,Electronic City
TXN107677,Dharwad Peda,2025-06-18,12:20:56,Afternoon,1118.82,Basavanagudi
TXN107678,Kaju Katli,2025-03-22,14:39:21,Afternoon,826.72,HSR Layout
TXN107679,Laddoo (Boondi),2024-08-14,20:13:45,Evening,176.92,HSR Layout
TXN107680,Laddoo (Boondi),2024-02-17,21:10:56,Evening,457.93,HSR Layout
TXN107681,Halwa (Assorted),2024-11-18,08:10:15,Morning,834.85,Koramangala
TXN107682,Samosa,2024-02-04,17:29:27,Evening,86.19,Koramangala
TXN107683,Chiroti,2024-07-20,20:14:16,Evening,85.14,Indiranagar
TXN107684,Dharwad Peda,2024-09-24,13:37:03,Afternoon,1055.48,Koramangala
TXN107685,Sohan Papdi,2025-04-23,15:42:42,Afternoon,691.96,Vijayanagar
TXN107686,Samosa,2024-10-15,17:35:14,Evening,53.32,Indiranagar
TXN107687,Chiroti,2024-04-08,10:21:07,Morning,241.56,Jayanagar
TXN107688,Samosa,2024-12-30,22:21:03,Night,89.06,Electronic City
TXN107689,Halwa (Assorted),2025-01-23,14:21:15,Afternoon,618.63,Electronic City
TXN107690,Rasgulla,2025-03-19,08:27:29,Morning,53.25,RR Nagar
TXN107691,Kaju Katli,2024-09-11,08:48:40,Morning,1152.39,Indiranagar
TXN107692,Mysore Pak,2024-07-04,20:26:48,Evening,393.42,Malleswaram
TXN107693,Jalebi,2024-12-19,21:35:31,Evening,520.95,Vijayanagar
TXN107694,Dharwad Peda,2025-04-02,10:12:30,Morning,700.15,Koramangala
TXN107695,Kesar Peda,2024-10-14,21:01:32,Evening,1419.82,Basavanagudi
TXN107696,Badam Milk,2024-06-29,13:07:54,Afternoon,61.01,Malleswaram
TXN107697,Jalebi,2024-04-28,08:36:21,Morning,541.08,Jayanagar
TXN107698,Milk Burfi,2024-08-29,20:09:13,Evening,469.04,Indiranagar
TXN107699,Jalebi,2025-04-09,21:09:45,Evening,538.29,Basavanagudi
TXN107700,Samosa,2024-11-25,20:49:10,Evening,21.85,Jayanagar
TXN107701,Chiroti,2025-01-12,09:01:21,Morning,263.36,Electronic City
TXN107702,Badam Milk,2025-02-13,13:18:39,Afternoon,52.01,HSR Layout
TXN107703,Gulab Jamun,2024-02-27,11:04:52,Morning,146.38,Malleswaram
TXN107704,Milk Burfi,2025-05-21,08:37:02,Morning,497.27,Indiranagar
TXN107705,Sohan Papdi,2024-08-23,16:10:23,Afternoon,606.75,Vijayanagar
TXN107706,Halwa (Assorted),2024-08-12,20:45:43,Evening,654.68,Basavanagudi
TXN107707,Milk Burfi,2024-04-08,14:22:38,Afternoon,696.62,Jayanagar
TXN107708,Laddoo (Boondi),2025-02-07,21:07:41,Evening,590.84,Jayanagar
TXN107709,Halwa (Assorted),2024-09-06,13:49:58,Afternoon,811.1,Koramangala
TXN107710,Pista Roll,2024-07-04,14:00:35,Afternoon,1453.78,Koramangala
TXN107711,Kesar Peda,2024-12-02,20:37:49,Evening,513.86,Vijayanagar
TXN107712,Rasgulla,2024-12-20,19:44:35,Evening,73.87,Electronic City
TXN107713,Mysore Pak,2025-05-22,14:40:47,Afternoon,991.92,RR Nagar
TXN107714,Pista Roll,2024-12-30,18:36:40,Evening,682.74,HSR Layout
TXN107715,Kaju Katli,2025-02-21,08:13:42,Morning,1618.38,Electronic City
TXN107716,Laddoo (Boondi),2025-01-25,21:17:00,Evening,750.71,RR Nagar
TXN107717,Mysore Pak,2024-01-17,19:34:31,Evening,520.35,Jayanagar
TXN107718,Kesar Peda,2024-09-14,14:37:59,Afternoon,1184.51,Basavanagudi
TXN107719,Halwa (Assorted),2024-03-07,17:22:49,Evening,685.92,HSR Layout
TXN107720,Gulab Jamun,2025-04-14,21:27:21,Evening,47.69,Vijayanagar
TXN107721,Gulab Jamun,2025-03-02,22:48:58,Night,84.13,Electronic City
TXN107722,Milk Burfi,2025-06-25,21:02:23,Evening,495.87,Basavanagudi
TXN107723,Jalebi,2024-09-24,19:03:26,Evening,491.31,Indiranagar
TXN107724,Rasgulla,2025-01-15,17:36:31,Evening,93.51,Koramangala
TXN107725,Dharwad Peda,2025-05-13,15:30:35,Afternoon,1163.43,Vijayanagar
TXN107726,Milk Burfi,2024-07-13,21:26:02,Evening,999.7,Vijayanagar
TXN107727,Halwa (Assorted),2024-02-16,14:12:23,Afternoon,776.16,Vijayanagar
TXN107728,Chiroti,2024-05-15,12:01:34,Afternoon,423.21,Indiranagar
TXN107729,Laddoo (Boondi),2025-06-27,11:53:56,Morning,465.85,Basavanagudi
TXN107730,Laddoo (Boondi),2025-07-09,11:25:44,Morning,782.93,HSR Layout
TXN107731,Rasgulla,2024-09-17,11:27:52,Morning,159.67,Malleswaram
TXN107732,Kaju Katli,2024-03-23,12:22:56,Afternoon,1740.92,Vijayanagar
TXN107733,Sohan Papdi,2024-02-06,13:18:58,Afternoon,414.33,Vijayanagar
TXN107734,Gulab Jamun,2025-03-06,08:30:08,Morning,84.87,Indiranagar
TXN107735,Chiroti,2024-07-29,10:20:49,Morning,122.71,Malleswaram
TXN107736,Pista Roll,2024-03-27,14:25:27,Afternoon,600.63,RR Nagar
TXN107737,Samosa,2024-09-25,18:32:24,Evening,34.49,Electronic City
TXN107738,Sohan Papdi,2024-06-30,13:05:46,Afternoon,492.46,Indiranagar
TXN107739,Kaju Katli,2024-10-13,15:25:46,Afternoon,1355.53,Indiranagar
TXN107740,Samosa,2025-02-13,13:33:36,Afternoon,69.34,Basavanagudi
TXN107741,Kaju Katli,2025-07-07,12:46:33,Afternoon,731.83,Indiranagar
TXN107742,Kesar Peda,2024-07-12,15:38:35,Afternoon,570.41,Vijayanagar
TXN107743,Halwa (Assorted),2025-06-28,09:26:11,Morning,276.1,Vijayanagar
TXN107744,Rasgulla,2024-06-29,09:58:15,Morning,137.68,Koramangala
TXN107745,Gulab Jamun,2025-03-11,11:23:51,Morning,52.8,Electronic City
TXN107746,Kaju Katli,2024-08-02,13:54:05,Afternoon,851.43,RR Nagar
TXN107747,Chiroti,2024-06-06,13:05:44,Afternoon,192.72,Vijayanagar
TXN107748,Badam Milk,2025-02-21,17:25:29,Evening,41.63,Vijayanagar
TXN107749,Rasgulla,2025-05-02,15:37:01,Afternoon,145.03,Basavanagudi
TXN107750,Pista Roll,2024-10-20,22:29:17,Night,1067.32,Electronic City
TXN107751,Rasgulla,2024-05-16,11:20:32,Morning,86.84,Jayanagar
TXN107752,Gulab Jamun,2024-07-30,13:37:20,Afternoon,148.43,Malleswaram
TXN107753,Halwa (Assorted),2024-04-20,12:27:49,Afternoon,253.06,Vijayanagar
TXN107754,Gulab Jamun,2024-10-19,21:23:41,Evening,61.68,RR Nagar
TXN107755,Sohan Papdi,2024-03-21,19:08:35,Evening,543.79,HSR Layout
TXN107756,Kesar Peda,2024-01-20,14:51:13,Afternoon,398.65,Electronic City
TXN107757,Rasgulla,2024-06-03,13:11:03,Afternoon,152.62,Indiranagar
TXN107758,Kesar Peda,2025-05-16,16:15:59,Afternoon,384.87,HSR Layout
TXN107759,Badam Milk,2024-04-10,11:07:16,Morning,212.79,Koramangala
TXN107760,Badam Milk,2024-11-04,20:57:12,Evening,205.57,Indiranagar
TXN107761,Pista Roll,2024-11-17,14:28:27,Afternoon,1368.28,Indiranagar
TXN107762,Laddoo (Boondi),2024-04-03,10:29:15,Morning,695.29,Basavanagudi
TXN107763,Badam Milk,2024-05-22,15:22:50,Afternoon,144.55,HSR Layout
TXN107764,Halwa (Assorted),2025-03-04,15:26:39,Afternoon,220.27,Koramangala
TXN107765,Laddoo (Boondi),2025-03-22,09:44:17,Morning,455.21,RR Nagar
TXN107766,Badam Milk,2024-06-22,20:18:13,Evening,62.0,Indiranagar
TXN107767,Milk Burfi,2024-04-12,19:07:51,Evening,254.61,Basavanagudi
TXN107768,Rasgulla,2025-03-09,18:21:23,Evening,112.6,RR Nagar
TXN107769,Samosa,2025-06-08,12:57:35,Afternoon,31.52,Electronic City
TXN107770,Badam Milk,2024-10-01,19:50:09,Evening,236.32,Malleswaram
TXN107771,Kesar Peda,2024-08-09,12:33:17,Afternoon,566.51,Jayanagar
TXN107772,Halwa (Assorted),2025-05-16,17:52:36,Evening,613.81,Koramangala
TXN107773,Kaju Katli,2024-09-08,15:19:41,Afternoon,476.85,HSR Layout
TXN107774,Mysore Pak,2025-04-10,08:25:45,Morning,706.58,Vijayanagar
TXN107775,Samosa,2024-04-01,20:06:15,Evening,54.65,Basavanagudi
TXN107776,Chiroti,2025-04-24,19:46:14,Evening,259.59,Indiranagar
TXN107777,Jalebi,2024-09-07,21:21:31,Evening,227.52,Electronic City
TXN107778,Samosa,2024-04-19,18:18:59,Evening,27.29,Electronic City
TXN107779,Laddoo (Boondi),2024-10-13,17:00:02,Evening,274.06,RR Nagar
TXN107780,Kesar Peda,2024-02-07,08:06:26,Morning,1007.37,Koramangala
TXN107781,Rasgulla,2024-07-24,21:17:54,Evening,125.91,Koramangala
TXN107782,Kesar Peda,2024-02-03,11:39:43,Morning,349.67,Vijayanagar
TXN107783,Kesar Peda,2025-04-04,14:20:40,Afternoon,512.97,Koramangala
TXN107784,Rasgulla,2024-03-18,13:17:55,Afternoon,137.78,HSR Layout
TXN107785,Kaju Katli,2024-11-28,16:07:04,Afternoon,1319.19,Vijayanagar
TXN107786,Laddoo (Boondi),2024-06-01,14:33:59,Afternoon,881.54,Vijayanagar
TXN107787,Milk Burfi,2025-04-18,18:13:55,Evening,795.43,RR Nagar
TXN107788,Mysore Pak,2024-12-20,22:03:34,Night,307.06,Vijayanagar
TXN107789,Kesar Peda,2025-02-23,22:25:59,Night,937.81,Indiranagar
TXN107790,Rasgulla,2024-10-17,13:47:10,Afternoon,80.79,Basavanagudi
TXN107791,Kaju Katli,2025-01-27,10:49:02,Morning,856.71,Malleswaram
TXN107792,Rasgulla,2024-04-14,17:42:32,Evening,160.53,Koramangala
TXN107793,Sohan Papdi,2025-06-11,11:41:19,Morning,558.89,Koramangala
TXN107794,Chiroti,2025-04-20,16:05:04,Afternoon,363.41,Indiranagar
TXN107795,Mysore Pak,2024-12-23,15:26:34,Afternoon,272.33,Koramangala
TXN107796,Milk Burfi,2024-02-01,11:23:50,Morning,247.18,Basavanagudi
TXN107797,Badam Milk,2025-03-03,19:20:05,Evening,159.45,Malleswaram
TXN107798,Milk Burfi,2025-05-07,17:43:50,Evening,967.58,Vijayanagar
TXN107799,Kaju Katli,2024-11-24,12:30:06,Afternoon,1465.9,Indiranagar
TXN107800,Jalebi,2025-04-23,14:43:29,Afternoon,438.66,Malleswaram
TXN107801,Mysore Pak,2024-12-27,14:47:18,Afternoon,327.36,HSR Layout
TXN107802,Gulab Jamun,2024-10-27,08:42:09,Morning,53.55,HSR Layout
TXN107803,Jalebi,2025-01-11,16:49:56,Afternoon,196.94,Jayanagar
TXN107804,Kaju Katli,2024-12-30,11:41:14,Morning,1788.24,RR Nagar
TXN107805,Mysore Pak,2024-12-04,08:29:54,Morning,441.3,Vijayanagar
TXN107806,Laddoo (Boondi),2025-03-16,15:15:29,Afternoon,779.25,HSR Layout
TXN107807,Badam Milk,2024-07-31,10:51:56,Morning,112.13,Malleswaram
TXN107808,Laddoo (Boondi),2025-01-30,22:57:08,Night,864.85,Vijayanagar
TXN107809,Dharwad Peda,2024-02-23,18:25:24,Evening,707.53,Koramangala
TXN107810,Sohan Papdi,2024-12-12,19:35:07,Evening,295.26,Jayanagar
TXN107811,Milk Burfi,2025-01-20,13:49:34,Afternoon,883.25,RR Nagar
TXN107812,Kesar Peda,2025-06-13,08:55:45,Morning,1479.19,Jayanagar
TXN107813,Sohan Papdi,2025-01-02,18:01:50,Evening,479.27,Malleswaram
TXN107814,Laddoo (Boondi),2024-04-21,12:13:47,Afternoon,431.11,Basavanagudi
TXN107815,Dharwad Peda,2024-09-23,09:59:52,Morning,486.62,Malleswaram
TXN107816,Laddoo (Boondi),2024-03-30,19:02:06,Evening,389.65,Electronic City
TXN107817,Milk Burfi,2025-04-16,22:11:10,Night,1029.57,Vijayanagar
TXN107818,Rasgulla,2025-02-07,10:40:22,Morning,134.24,Malleswaram
TXN107819,Kaju Katli,2025-04-04,19:35:26,Evening,1127.41,Electronic City
TXN107820,Dharwad Peda,2025-03-02,16:54:59,Afternoon,1214.14,Koramangala
TXN107821,Kesar Peda,2024-02-01,18:57:33,Evening,1443.05,Basavanagudi
TXN107822,Halwa (Assorted),2024-06-21,15:11:26,Afternoon,183.36,Koramangala
TXN107823,Kaju Katli,2025-03-17,19:32:26,Evening,1160.53,Koramangala
TXN107824,Badam Milk,2024-12-04,14:18:48,Afternoon,76.88,Indiranagar
TXN107825,Badam Milk,2025-02-16,16:54:48,Afternoon,163.13,RR Nagar
TXN107826,Pista Roll,2025-06-02,20:53:47,Evening,1348.77,Koramangala
TXN107827,Gulab Jamun,2024-04-28,19:52:14,Evening,32.31,Electronic City
TXN107828,Samosa,2024-08-01,22:32:54,Night,33.77,Basavanagudi
TXN107829,Badam Milk,2024-06-22,14:01:46,Afternoon,164.53,RR Nagar
TXN107830,Milk Burfi,2024-02-04,12:03:02,Afternoon,1070.84,RR Nagar
TXN107831,Halwa (Assorted),2025-03-27,12:20:29,Afternoon,408.37,Malleswaram
TXN107832,Samosa,2025-01-09,08:07:03,Morning,66.59,Vijayanagar
TXN107833,Chiroti,2024-07-31,09:26:34,Morning,136.44,Basavanagudi
TXN107834,Laddoo (Boondi),2024-01-30,16:49:13,Afternoon,645.85,Malleswaram
TXN107835,Rasgulla,2024-03-16,09:29:56,Morning,92.47,Vijayanagar
TXN107836,Jalebi,2024-09-27,18:04:07,Evening,410.79,Vijayanagar
TXN107837,Milk Burfi,2025-01-25,09:16:45,Morning,943.96,HSR Layout
TXN107838,Mysore Pak,2025-03-18,09:30:56,Morning,751.01,Indiranagar
TXN107839,Sohan Papdi,2024-10-23,17:00:14,Evening,606.87,Indiranagar
TXN107840,Gulab Jamun,2025-03-19,11:21:11,Morning,75.65,Indiranagar
TXN107841,Gulab Jamun,2025-03-21,18:21:20,Evening,68.71,Jayanagar
TXN107842,Jalebi,2024-11-06,08:41:45,Morning,165.58,Indiranagar
TXN107843,Pista Roll,2024-08-27,21:23:40,Evening,1529.71,Koramangala
TXN107844,Sohan Papdi,2024-12-30,08:02:09,Morning,583.35,RR Nagar
TXN107845,Sohan Papdi,2025-01-02,21:25:15,Evening,618.59,Indiranagar
TXN107846,Chiroti,2025-05-15,11:45:38,Morning,283.11,Vijayanagar
TXN107847,Halwa (Assorted),2024-08-20,13:56:09,Afternoon,576.78,Basavanagudi
TXN107848,Dharwad Peda,2025-01-02,16:22:06,Afternoon,1139.29,RR Nagar
TXN107849,Chiroti,2024-12-20,08:57:49,Morning,259.12,Electronic City
TXN107850,Mysore Pak,2024-02-24,14:48:48,Afternoon,874.98,RR Nagar
TXN107851,Mysore Pak,2024-09-15,12:55:44,Afternoon,895.4,Malleswaram
TXN107852,Chiroti,2024-08-07,18:12:32,Evening,165.35,Malleswaram
TXN107853,Laddoo (Boondi),2024-08-31,11:12:05,Morning,644.64,Vijayanagar
TXN107854,Halwa (Assorted),2024-07-22,17:37:32,Evening,908.08,Electronic City
TXN107855,Dharwad Peda,2024-10-27,16:32:43,Afternoon,1333.86,Indiranagar
TXN107856,Sohan Papdi,2024-04-06,09:16:00,Morning,395.87,Electronic City
TXN107857,Badam Milk,2025-01-21,16:40:12,Afternoon,204.53,Vijayanagar
TXN107858,Halwa (Assorted),2024-02-15,16:45:17,Afternoon,392.87,Indiranagar
TXN107859,Dharwad Peda,2024-07-20,08:03:53,Morning,883.09,HSR Layout
TXN107860,Kaju Katli,2024-07-25,14:18:10,Afternoon,774.24,Basavanagudi
TXN107861,Kaju Katli,2024-07-08,20:57:15,Evening,794.86,HSR Layout
