item_name,date,time,period,purchase_cost,branch_location
Badam Milk,2024-12-29,08:15:59,Morning,178.68,Electronic City
Jalebi,2024-12-02,17:14:32,Evening,616.89,Electronic City
Dharwad Peda,2024-03-05,17:28:24,Evening,229.59,HSR Layout
Halwa (Assorted),2024-03-13,08:50:52,Morning,623.81,HSR Layout
Samosa,2025-05-17,10:41:34,Morning,74.11,Vijayanagar
Milk Burfi,2024-12-23,21:00:21,Evening,853.65,Koramangala
Kesar Peda,2024-10-16,16:49:16,Afternoon,1076.25,HSR Layout
Samosa,2025-01-01,21:23:05,Evening,50.78,Electronic City
Kesar Peda,2024-09-04,16:49:50,Afternoon,467.6,Indiranagar
Jalebi,2024-07-31,17:37:18,Evening,715.15,RR Nagar
Chiroti,2024-07-01,11:02:33,Morning,76.29,Jayanagar
Mysore Pak,2025-06-27,11:35:43,Morning,914.72,HSR Layout
Gulab Jamun,2024-03-23,20:35:12,Evening,145.78,HSR Layout
Kesar Peda,2024-05-15,16:15:46,Afternoon,734.99,RR Nagar
Samosa,2024-05-29,08:55:05,Morning,61.82,Electronic City
Laddoo (Boondi),2024-05-03,21:29:03,Evening,505.1,Vijayanagar
Kesar Peda,2025-07-08,19:16:10,Evening,916.65,HSR Layout
Chiroti,2024-05-16,18:49:04,Evening,205.46,Malleswaram
Chiroti,2025-05-04,16:10:50,Afternoon,364.02,Malleswaram
Sohan Papdi,2025-03-07,21:23:05,Evening,416.77,Koramangala
Kesar Peda,2024-01-31,09:26:02,Morning,557.5,HSR Layout
Laddoo (Boondi),2024-11-13,15:48:09,Afternoon,348.49,Koramangala
Sohan Papdi,2024-04-07,16:21:56,Afternoon,186.15,Electronic City
Gulab Jamun,2025-03-13,20:47:24,Evening,113.99,RR Nagar
Kaju Katli,2024-11-18,18:18:16,Evening,2183.98,HSR Layout
Mysore Pak,2025-06-06,15:19:09,Afternoon,675.02,Electronic City
Kaju Katli,2025-04-26,09:21:27,Morning,662.16,Koramangala
Jalebi,2024-04-16,10:05:50,Morning,671.25,Vijayanagar
Rasgulla,2024-07-30,13:20:21,Afternoon,126.58,Malleswaram
Samosa,2024-11-03,22:03:44,Night,52.44,Koramangala
Kaju Katli,2024-05-30,12:40:03,Afternoon,437.71,Basavanagudi
Kaju Katli,2024-04-09,22:35:45,Night,459.48,Koramangala
Kesar Peda,2025-06-14,22:22:17,Night,656.74,Koramangala
Gulab Jamun,2024-08-28,11:07:23,Morning,95.2,RR Nagar
Halwa (Assorted),2025-03-01,08:16:53,Morning,221.37,Vijayanagar
Laddoo (Boondi),2024-07-10,12:06:30,Afternoon,241.11,Koramangala
Dharwad Peda,2024-10-11,16:47:53,Afternoon,823.61,Malleswaram
Pista Roll,2024-12-23,22:47:00,Night,983.99,RR Nagar
Rasgulla,2024-07-20,17:16:24,Evening,108.0,Electronic City
Laddoo (Boondi),2025-04-17,18:43:24,Evening,867.1,Indiranagar
Dharwad Peda,2025-03-26,20:05:02,Evening,845.33,Koramangala
Sohan Papdi,2024-08-13,09:33:32,Morning,635.43,Vijayanagar
Badam Milk,2024-05-15,15:55:24,Afternoon,142.4,Vijayanagar
Gulab Jamun,2024-03-19,22:35:46,Night,51.31,Malleswaram
Sohan Papdi,2025-07-09,13:46:06,Afternoon,155.67,Basavanagudi
Gulab Jamun,2024-12-02,22:02:38,Night,47.87,Electronic City
Jalebi,2024-09-14,19:15:14,Evening,244.93,RR Nagar
Gulab Jamun,2025-05-24,21:40:29,Evening,33.25,Basavanagudi
Samosa,2024-11-21,18:32:21,Evening,26.35,RR Nagar
Milk Burfi,2025-06-28,12:21:00,Afternoon,1025.98,Jayanagar
Kaju Katli,2024-12-22,17:02:23,Evening,986.59,Jayanagar
Kesar Peda,2024-11-06,08:53:21,Morning,619.74,Vijayanagar
Pista Roll,2024-10-18,22:48:39,Night,447.31,Malleswaram
Laddoo (Boondi),2024-08-23,18:56:05,Evening,873.51,Vijayanagar
Jalebi,2024-03-21,10:00:46,Morning,279.72,HSR Layout
Rasgulla,2025-05-04,10:35:49,Morning,29.01,Indiranagar
Kesar Peda,2024-11-12,19:28:30,Evening,1440.36,Electronic City
Sohan Papdi,2024-09-22,21:02:53,Evening,175.64,Vijayanagar
Laddoo (Boondi),2024-06-26,13:02:50,Afternoon,849.54,Basavanagudi
Dharwad Peda,2024-06-07,09:50:45,Morning,1250.22,Koramangala
Kaju Katli,2025-03-25,10:36:37,Morning,1400.56,Koramangala
Gulab Jamun,2024-09-07,22:18:45,Night,125.22,Koramangala
Milk Burfi,2024-06-20,16:46:35,Afternoon,1112.72,RR Nagar
Halwa (Assorted),2024-12-26,21:43:12,Evening,891.93,Electronic City
Sohan Papdi,2024-11-04,19:46:53,Evening,708.99,Malleswaram
Samosa,2025-06-08,13:17:03,Afternoon,77.6,Vijayanagar
Dharwad Peda,2024-11-09,19:48:46,Evening,254.22,Electronic City
Halwa (Assorted),2025-03-04,08:16:01,Morning,530.69,Koramangala
Pista Roll,2025-01-18,18:11:51,Evening,991.99,Indiranagar
Kesar Peda,2024-10-14,09:11:49,Morning,290.67,Vijayanagar
Kesar Peda,2024-11-16,21:03:41,Evening,501.46,Basavanagudi
Kaju Katli,2025-05-28,11:19:25,Morning,628.01,Koramangala
Pista Roll,2024-07-24,18:02:56,Evening,1661.12,Jayanagar
Chiroti,2025-05-11,12:47:55,Afternoon,265.1,Malleswaram
Laddoo (Boondi),2024-02-29,11:56:56,Morning,485.18,Basavanagudi
Chiroti,2024-10-03,19:10:15,Evening,241.16,HSR Layout
Badam Milk,2024-11-30,15:26:35,Afternoon,162.75,HSR Layout
Samosa,2024-04-10,19:51:44,Evening,27.05,Indiranagar
Samosa,2024-10-21,21:10:06,Evening,64.96,Basavanagudi
Jalebi,2024-07-06,19:35:26,Evening,157.37,Electronic City
Pista Roll,2024-09-21,19:08:03,Evening,1138.97,Basavanagudi
Pista Roll,2025-01-30,11:12:57,Morning,1466.34,Basavanagudi
Pista Roll,2024-03-18,15:19:50,Afternoon,1157.55,Basavanagudi
Jalebi,2025-05-08,20:52:16,Evening,468.18,Malleswaram
Jalebi,2024-06-02,12:17:19,Afternoon,491.55,Jayanagar
Pista Roll,2024-09-22,13:09:09,Afternoon,1439.24,Jayanagar
Samosa,2024-08-02,16:40:34,Afternoon,58.41,Electronic City
Rasgulla,2025-07-15,16:26:35,Afternoon,130.57,Vijayanagar
Milk Burfi,2024-03-06,21:31:40,Evening,934.84,Malleswaram
Kesar Peda,2024-11-08,15:06:06,Afternoon,915.62,RR Nagar
Halwa (Assorted),2024-04-12,16:35:39,Afternoon,671.27,Basavanagudi
Gulab Jamun,2024-09-13,10:59:41,Morning,70.63,RR Nagar
Chiroti,2025-03-21,21:14:44,Evening,98.57,RR Nagar
Laddoo (Boondi),2024-07-19,21:28:25,Evening,732.79,HSR Layout
Mysore Pak,2024-04-25,14:49:23,Afternoon,1175.74,Vijayanagar
Jalebi,2024-04-19,11:22:52,Morning,679.14,Koramangala
Kesar Peda,2025-02-18,15:45:49,Afternoon,499.9,Malleswaram
Jalebi,2024-08-07,22:56:34,Night,263.09,Koramangala
Milk Burfi,2024-08-17,12:44:48,Afternoon,872.64,RR Nagar
Rasgulla,2024-08-30,13:04:20,Afternoon,112.93,Malleswaram
Gulab Jamun,2025-06-30,20:30:19,Evening,133.31,Indiranagar
Jalebi,2024-04-30,18:43:16,Evening,430.59,HSR Layout
Kesar Peda,2025-02-20,13:40:41,Afternoon,486.1,Malleswaram
Jalebi,2024-05-02,12:29:20,Afternoon,704.94,Indiranagar
Chiroti,2024-04-24,15:26:01,Afternoon,216.91,Indiranagar
Rasgulla,2024-05-07,21:35:49,Evening,51.06,Koramangala
Laddoo (Boondi),2024-05-03,08:56:08,Morning,573.02,Electronic City
Kaju Katli,2024-12-10,17:16:59,Evening,1986.73,Jayanagar
Chiroti,2025-05-09,20:52:21,Evening,322.91,Malleswaram
Pista Roll,2024-05-27,14:56:17,Afternoon,1611.52,Indiranagar
Laddoo (Boondi),2025-01-03,17:54:15,Evening,576.0,Vijayanagar
Kaju Katli,2024-02-17,16:49:03,Afternoon,1733.71,Malleswaram
Jalebi,2024-10-20,15:09:35,Afternoon,373.84,Electronic City
Samosa,2024-11-25,14:36:07,Afternoon,75.43,Basavanagudi
Chiroti,2024-08-22,16:38:43,Afternoon,294.37,Malleswaram
Halwa (Assorted),2025-06-20,16:57:46,Afternoon,609.13,Malleswaram
Halwa (Assorted),2025-02-03,21:18:28,Evening,222.59,Koramangala
Gulab Jamun,2024-02-01,21:06:55,Evening,83.13,Vijayanagar
Chiroti,2024-11-29,08:47:20,Morning,92.5,Indiranagar
Gulab Jamun,2025-06-21,15:15:25,Afternoon,143.62,RR Nagar
Sohan Papdi,2024-12-29,15:09:43,Afternoon,243.14,Basavanagudi
Jalebi,2025-03-27,14:44:25,Afternoon,132.07,Vijayanagar
Chiroti,2024-02-22,08:11:39,Morning,403.41,Koramangala
Chiroti,2025-04-11,14:03:00,Afternoon,267.14,Basavanagudi
Chiroti,2024-03-18,16:37:43,Afternoon,83.29,Electronic City
Dharwad Peda,2024-12-26,18:48:49,Evening,1185.38,Basavanagudi
Kesar Peda,2025-02-03,18:20:56,Evening,871.26,Malleswaram
Dharwad Peda,2025-05-27,17:09:41,Evening,533.84,Koramangala
Dharwad Peda,2025-05-20,14:40:52,Afternoon,731.66,Malleswaram
Milk Burfi,2024-03-21,12:11:07,Afternoon,532.02,Vijayanagar
Laddoo (Boondi),2024-03-21,19:47:35,Evening,293.69,Vijayanagar
Halwa (Assorted),2024-03-02,11:24:20,Morning,531.13,Electronic City
Mysore Pak,2025-03-04,21:12:37,Evening,1090.46,Koramangala
Samosa,2025-03-16,22:22:23,Night,41.56,Basavanagudi
Mysore Pak,2024-12-01,09:23:38,Morning,628.28,Vijayanagar
Jalebi,2024-05-10,19:49:26,Evening,729.98,Vijayanagar
Badam Milk,2024-10-30,13:33:08,Afternoon,228.72,Basavanagudi
Sohan Papdi,2025-05-15,20:45:58,Evening,693.36,HSR Layout
Gulab Jamun,2024-03-07,10:28:33,Morning,99.19,Vijayanagar
Kaju Katli,2025-02-14,18:31:33,Evening,467.69,Koramangala
Kaju Katli,2024-05-29,09:31:53,Morning,2339.98,HSR Layout
Gulab Jamun,2024-02-25,08:24:52,Morning,102.44,Electronic City
Laddoo (Boondi),2024-08-24,21:23:34,Evening,242.77,Koramangala
Halwa (Assorted),2024-02-08,08:57:54,Morning,417.0,Basavanagudi
Halwa (Assorted),2025-06-12,11:06:03,Morning,275.51,Electronic City
Pista Roll,2024-10-29,20:28:23,Evening,2180.08,Electronic City
Rasgulla,2025-01-23,11:08:25,Morning,105.26,Vijayanagar
Milk Burfi,2024-08-23,19:47:06,Evening,470.51,HSR Layout
Laddoo (Boondi),2024-09-18,21:04:12,Evening,515.03,Basavanagudi
Kaju Katli,2024-10-20,19:28:17,Evening,1137.19,Malleswaram
Chiroti,2024-12-09,15:40:57,Afternoon,418.14,Vijayanagar
Sohan Papdi,2024-07-16,12:51:26,Afternoon,559.03,RR Nagar
Mysore Pak,2024-12-18,12:57:49,Afternoon,865.16,RR Nagar
Mysore Pak,2025-05-12,21:20:18,Evening,517.74,Koramangala
Dharwad Peda,2024-04-25,17:08:53,Evening,1316.43,Basavanagudi
Pista Roll,2024-10-25,13:08:20,Afternoon,1786.74,RR Nagar
Laddoo (Boondi),2025-06-17,17:30:13,Evening,278.17,HSR Layout
Badam Milk,2025-04-30,18:18:15,Evening,239.32,HSR Layout
Kesar Peda,2025-04-21,22:48:20,Night,615.85,Jayanagar
Laddoo (Boondi),2025-03-07,18:32:27,Evening,216.85,Koramangala
Gulab Jamun,2024-01-29,20:22:17,Evening,33.47,RR Nagar
Laddoo (Boondi),2024-09-08,12:11:28,Afternoon,812.48,Vijayanagar
Mysore Pak,2025-04-02,12:29:50,Afternoon,1047.76,Vijayanagar
Mysore Pak,2025-07-12,10:42:11,Morning,852.36,Malleswaram
Badam Milk,2024-10-20,21:26:35,Evening,128.42,HSR Layout
Sohan Papdi,2024-04-04,19:13:13,Evening,716.9,RR Nagar
Jalebi,2025-05-24,20:24:10,Evening,232.96,Jayanagar
Dharwad Peda,2024-03-17,12:43:07,Afternoon,425.81,Malleswaram
Rasgulla,2025-06-05,20:33:43,Evening,145.07,Malleswaram
Samosa,2024-11-23,10:00:02,Morning,57.35,RR Nagar
Jalebi,2024-06-10,21:31:31,Evening,614.81,Jayanagar
Rasgulla,2024-11-07,20:56:20,Evening,144.57,Koramangala
Sohan Papdi,2024-08-23,08:14:35,Morning,824.86,HSR Layout
Milk Burfi,2024-10-29,10:39:38,Morning,985.2,Electronic City
Laddoo (Boondi),2024-03-04,15:59:09,Afternoon,501.31,Vijayanagar
Pista Roll,2024-02-12,10:53:01,Morning,1206.75,Koramangala
Rasgulla,2025-01-10,18:05:20,Evening,132.17,Koramangala
Jalebi,2024-06-19,16:57:56,Afternoon,324.45,Electronic City
Dharwad Peda,2024-09-18,20:48:37,Evening,450.08,HSR Layout
Halwa (Assorted),2025-01-27,13:12:34,Afternoon,617.33,Electronic City
Kesar Peda,2024-10-04,10:13:13,Morning,1249.96,Electronic City
Gulab Jamun,2024-07-01,13:19:35,Afternoon,34.33,Electronic City
Gulab Jamun,2024-02-18,16:56:44,Afternoon,39.67,Vijayanagar
Samosa,2024-08-23,08:47:33,Morning,54.69,Vijayanagar
Badam Milk,2025-04-14,19:41:29,Evening,159.25,Malleswaram
Kesar Peda,2025-03-02,08:24:18,Morning,466.27,Basavanagudi
Rasgulla,2024-07-09,09:26:06,Morning,99.82,Electronic City
Kesar Peda,2024-11-30,15:13:28,Afternoon,820.61,Basavanagudi
Kesar Peda,2024-04-02,18:52:58,Evening,993.95,Koramangala
Milk Burfi,2024-10-22,21:01:29,Evening,835.9,Koramangala
Kesar Peda,2024-04-19,20:52:02,Evening,1142.58,HSR Layout
Samosa,2025-02-13,10:56:26,Morning,72.27,Malleswaram
Milk Burfi,2025-01-24,20:25:11,Evening,890.57,Basavanagudi
Mysore Pak,2025-04-11,11:57:56,Morning,634.92,Electronic City
Rasgulla,2025-02-11,20:06:00,Evening,134.56,Indiranagar
Milk Burfi,2024-09-02,13:35:48,Afternoon,515.81,Koramangala
Milk Burfi,2025-03-08,08:34:29,Morning,262.01,RR Nagar
Laddoo (Boondi),2025-04-05,15:07:24,Afternoon,601.0,Electronic City
Milk Burfi,2024-03-18,17:35:09,Evening,238.22,HSR Layout
Mysore Pak,2025-03-07,10:41:54,Morning,333.8,Malleswaram
Milk Burfi,2024-11-15,20:27:50,Evening,223.24,Malleswaram
Milk Burfi,2025-06-03,08:33:22,Morning,567.29,Koramangala
Jalebi,2024-07-12,14:00:16,Afternoon,587.21,Vijayanagar
Jalebi,2024-12-10,15:03:37,Afternoon,435.58,Indiranagar
Gulab Jamun,2024-05-02,16:41:51,Afternoon,114.26,Vijayanagar
Gulab Jamun,2025-07-09,20:10:55,Evening,125.52,Koramangala
Mysore Pak,2024-08-19,18:58:37,Evening,879.57,Basavanagudi
Laddoo (Boondi),2024-04-27,08:10:58,Morning,524.44,Basavanagudi
Kaju Katli,2024-05-19,14:45:21,Afternoon,612.41,Malleswaram
Gulab Jamun,2024-03-22,22:15:14,Night,142.7,Indiranagar
Badam Milk,2025-03-31,17:19:04,Evening,127.69,Koramangala
Chiroti,2024-09-01,22:36:39,Night,251.37,Vijayanagar
Halwa (Assorted),2025-02-21,21:39:55,Evening,766.43,Malleswaram
Halwa (Assorted),2024-10-06,16:32:26,Afternoon,322.47,Malleswaram
Laddoo (Boondi),2024-06-10,22:13:00,Night,895.69,RR Nagar
Halwa (Assorted),2024-08-25,10:03:44,Morning,513.6,Vijayanagar
Halwa (Assorted),2024-03-22,08:31:49,Morning,518.76,Malleswaram
Jalebi,2024-12-30,15:58:06,Afternoon,611.3,Vijayanagar
Dharwad Peda,2025-05-13,21:16:21,Evening,652.49,Basavanagudi
Jalebi,2024-09-22,13:31:48,Afternoon,446.3,Malleswaram
Gulab Jamun,2025-02-21,17:06:35,Evening,90.4,Indiranagar
Samosa,2024-03-08,12:02:08,Afternoon,85.51,Malleswaram
Mysore Pak,2024-05-01,21:42:49,Evening,1169.08,Basavanagudi
Pista Roll,2024-10-02,13:24:52,Afternoon,678.6,Basavanagudi
Chiroti,2024-04-06,21:56:23,Evening,171.37,Koramangala
Milk Burfi,2024-07-09,10:43:56,Morning,752.61,Basavanagudi
Milk Burfi,2025-01-15,17:18:18,Evening,1110.02,Basavanagudi
Milk Burfi,2024-10-09,21:51:15,Evening,1115.51,Malleswaram
Samosa,2025-04-05,10:11:05,Morning,81.62,Koramangala
Samosa,2024-01-28,10:45:40,Morning,55.8,RR Nagar
Pista Roll,2024-07-27,19:28:44,Evening,389.03,RR Nagar
Milk Burfi,2024-10-04,14:07:02,Afternoon,877.14,RR Nagar
Badam Milk,2025-06-07,13:16:52,Afternoon,85.3,Vijayanagar
Rasgulla,2024-05-05,12:19:45,Afternoon,116.3,Vijayanagar
Gulab Jamun,2025-02-14,13:41:36,Afternoon,111.89,Jayanagar
Mysore Pak,2025-06-11,19:29:08,Evening,394.36,Koramangala
Chiroti,2024-11-17,21:41:40,Evening,288.04,Malleswaram
Kesar Peda,2024-02-25,09:16:19,Morning,1006.01,Vijayanagar
Badam Milk,2024-05-21,16:31:46,Afternoon,227.46,RR Nagar
Laddoo (Boondi),2024-08-20,14:41:03,Afternoon,512.99,Koramangala
Chiroti,2024-07-02,22:42:40,Night,370.58,HSR Layout
Sohan Papdi,2024-02-18,09:51:19,Morning,352.67,Jayanagar
Chiroti,2024-11-06,15:09:31,Afternoon,147.6,Koramangala
Pista Roll,2024-08-05,18:01:28,Evening,1453.31,Vijayanagar
Badam Milk,2024-01-17,10:41:40,Morning,231.22,Indiranagar
Dharwad Peda,2025-05-04,22:55:18,Night,322.0,Jayanagar
Sohan Papdi,2024-10-21,20:48:09,Evening,264.46,HSR Layout
Kesar Peda,2024-02-19,10:31:00,Morning,825.83,HSR Layout
Dharwad Peda,2024-09-30,10:13:01,Morning,502.44,Indiranagar
Chiroti,2024-04-17,14:54:47,Afternoon,244.75,Malleswaram
Milk Burfi,2024-04-02,14:35:54,Afternoon,615.84,HSR Layout
Badam Milk,2024-06-21,18:53:55,Evening,67.31,Koramangala
Kesar Peda,2025-02-21,15:58:47,Afternoon,1169.4,Indiranagar
Samosa,2024-07-07,14:19:51,Afternoon,28.86,Jayanagar
Gulab Jamun,2025-05-12,21:12:15,Evening,63.35,HSR Layout
Pista Roll,2024-09-04,17:48:07,Evening,2076.01,Electronic City
Halwa (Assorted),2024-01-27,09:23:48,Morning,931.7,Vijayanagar
Laddoo (Boondi),2024-02-26,19:42:42,Evening,693.67,HSR Layout
Mysore Pak,2025-07-15,21:49:40,Evening,504.01,Basavanagudi
Sohan Papdi,2024-08-29,20:48:08,Evening,145.2,Vijayanagar
Halwa (Assorted),2024-03-01,17:42:21,Evening,856.52,Indiranagar
Kesar Peda,2025-02-13,22:10:59,Night,459.71,Basavanagudi
Sohan Papdi,2025-06-10,15:50:46,Afternoon,562.66,Malleswaram
Halwa (Assorted),2025-05-11,20:04:53,Evening,862.41,RR Nagar
Chiroti,2024-01-29,13:44:15,Afternoon,127.61,Koramangala
Gulab Jamun,2025-05-15,09:17:41,Morning,45.37,Jayanagar
Mysore Pak,2024-03-20,20:08:03,Evening,512.24,Indiranagar
Laddoo (Boondi),2025-05-12,17:58:33,Evening,435.63,Vijayanagar
Laddoo (Boondi),2024-11-18,19:42:07,Evening,163.27,Vijayanagar
Samosa,2024-06-28,13:14:35,Afternoon,31.23,HSR Layout
Laddoo (Boondi),2024-04-18,09:15:37,Morning,613.09,HSR Layout
Pista Roll,2024-12-20,17:41:40,Evening,1909.84,Malleswaram
Mysore Pak,2025-04-17,15:57:10,Afternoon,905.99,Malleswaram
Jalebi,2025-03-15,19:06:24,Evening,319.19,Indiranagar
Badam Milk,2024-03-21,20:04:15,Evening,108.58,RR Nagar
Halwa (Assorted),2024-03-26,18:54:28,Evening,956.68,HSR Layout
Laddoo (Boondi),2024-03-27,21:11:05,Evening,840.53,Electronic City
Dharwad Peda,2025-01-17,20:54:49,Evening,604.91,HSR Layout
Gulab Jamun,2024-10-05,11:50:50,Morning,105.92,Basavanagudi
Rasgulla,2025-06-07,14:58:52,Afternoon,51.91,Malleswaram
Badam Milk,2024-03-21,08:50:30,Morning,89.83,Malleswaram
Milk Burfi,2025-02-17,13:59:43,Afternoon,715.36,Indiranagar
Gulab Jamun,2024-08-02,18:50:20,Evening,44.98,Koramangala
Sohan Papdi,2024-04-09,15:49:18,Afternoon,587.6,Basavanagudi
Dharwad Peda,2024-12-29,10:58:03,Morning,1336.38,Indiranagar
Pista Roll,2024-08-27,16:24:06,Afternoon,1385.31,Basavanagudi
Pista Roll,2025-02-11,18:55:52,Evening,678.55,Electronic City
Rasgulla,2024-01-22,20:01:47,Evening,138.05,RR Nagar
Pista Roll,2025-05-18,10:41:48,Morning,1049.44,RR Nagar
Mysore Pak,2025-05-15,16:30:18,Afternoon,223.15,HSR Layout
Jalebi,2025-07-16,21:13:56,Evening,286.77,Indiranagar
Kaju Katli,2024-05-09,17:51:19,Evening,603.01,Koramangala
Badam Milk,2024-01-22,13:20:05,Afternoon,152.11,RR Nagar
Dharwad Peda,2025-03-15,16:17:47,Afternoon,751.7,Basavanagudi
Dharwad Peda,2025-03-09,13:25:38,Afternoon,418.64,Malleswaram
Rasgulla,2024-11-11,13:45:39,Afternoon,90.01,Indiranagar
Chiroti,2024-11-16,09:33:35,Morning,78.93,Basavanagudi
Kaju Katli,2024-10-28,08:57:11,Morning,1376.49,HSR Layout
Laddoo (Boondi),2024-10-30,18:51:25,Evening,187.52,HSR Layout
Pista Roll,2025-03-28,14:12:45,Afternoon,489.3,Malleswaram
Badam Milk,2025-01-05,16:01:36,Afternoon,192.45,Vijayanagar
Jalebi,2024-01-27,16:47:38,Afternoon,407.97,Indiranagar
Milk Burfi,2024-07-01,10:26:45,Morning,366.02,Malleswaram
Dharwad Peda,2025-02-13,11:08:43,Morning,919.98,Koramangala
Milk Burfi,2024-03-28,17:24:58,Evening,724.05,Malleswaram
Jalebi,2024-05-11,12:07:54,Afternoon,719.16,Indiranagar
Milk Burfi,2024-01-16,22:18:06,Night,879.45,HSR Layout
Pista Roll,2024-06-15,15:18:21,Afternoon,2184.84,Koramangala
Dharwad Peda,2025-05-31,15:32:06,Afternoon,359.32,Indiranagar
Laddoo (Boondi),2024-11-06,20:02:58,Evening,240.11,Vijayanagar
Badam Milk,2025-05-25,16:21:31,Afternoon,89.2,Koramangala
Rasgulla,2024-06-23,17:11:31,Evening,37.44,Basavanagudi
Mysore Pak,2024-03-31,10:56:57,Morning,696.58,Malleswaram
Mysore Pak,2025-06-07,15:56:12,Afternoon,318.35,Indiranagar
Rasgulla,2025-04-16,19:12:34,Evening,134.83,Jayanagar
Kaju Katli,2025-01-06,16:38:27,Afternoon,1300.63,Electronic City
Pista Roll,2024-03-09,18:09:54,Evening,670.72,Vijayanagar
Dharwad Peda,2025-03-03,18:45:37,Evening,1124.02,Malleswaram
Halwa (Assorted),2025-04-25,20:07:50,Evening,635.25,Jayanagar
Rasgulla,2024-09-29,20:29:22,Evening,126.99,Basavanagudi
Dharwad Peda,2025-05-21,14:30:54,Afternoon,1036.65,Electronic City
Jalebi,2024-12-02,11:44:39,Morning,291.24,Electronic City
Badam Milk,2025-01-31,22:37:30,Night,41.07,HSR Layout
Rasgulla,2024-08-16,18:45:38,Evening,146.93,HSR Layout
Rasgulla,2025-03-05,17:23:15,Evening,163.69,Vijayanagar
Jalebi,2024-09-03,15:35:54,Afternoon,346.21,Indiranagar
Kesar Peda,2025-03-01,17:22:33,Evening,707.52,Electronic City
Milk Burfi,2024-06-27,21:37:06,Evening,340.07,Basavanagudi
Kaju Katli,2024-05-26,12:59:01,Afternoon,1475.59,Vijayanagar
Mysore Pak,2024-03-26,18:33:38,Evening,1032.51,Jayanagar
Pista Roll,2024-06-09,10:26:33,Morning,1476.14,Electronic City
Mysore Pak,2025-06-13,17:49:45,Evening,246.27,Koramangala
Gulab Jamun,2024-12-05,10:46:03,Morning,83.33,Indiranagar
Badam Milk,2025-05-02,13:51:03,Afternoon,79.78,Indiranagar
Pista Roll,2024-05-24,10:28:46,Morning,1420.8,HSR Layout
Rasgulla,2025-03-22,15:38:20,Afternoon,152.03,Jayanagar
Milk Burfi,2024-08-25,12:13:14,Afternoon,617.31,Jayanagar
Laddoo (Boondi),2024-10-21,22:15:05,Night,372.63,HSR Layout
Kesar Peda,2025-04-03,12:37:14,Afternoon,1376.03,Jayanagar
Chiroti,2024-04-04,12:45:24,Afternoon,232.55,Vijayanagar
Badam Milk,2024-12-17,13:54:33,Afternoon,180.77,RR Nagar
Rasgulla,2024-08-15,19:27:12,Evening,95.04,Basavanagudi
Badam Milk,2025-02-21,18:28:33,Evening,229.9,Koramangala
Badam Milk,2024-10-18,18:45:32,Evening,192.07,Indiranagar
Milk Burfi,2025-06-17,20:53:55,Evening,439.4,Malleswaram
Sohan Papdi,2024-12-26,18:28:32,Evening,427.24,HSR Layout
Kaju Katli,2025-05-25,11:27:34,Morning,1775.14,Indiranagar
Mysore Pak,2024-08-31,14:54:04,Afternoon,720.41,Indiranagar
Milk Burfi,2024-02-16,15:18:25,Afternoon,923.23,Basavanagudi
Jalebi,2025-02-15,22:06:22,Night,170.29,Electronic City
Jalebi,2024-04-28,20:28:36,Evening,487.21,Basavanagudi
Halwa (Assorted),2024-05-28,10:23:46,Morning,445.3,Indiranagar
Sohan Papdi,2025-04-01,09:18:28,Morning,531.96,Koramangala
Mysore Pak,2025-01-16,18:59:30,Evening,284.2,Indiranagar
Sohan Papdi,2024-08-30,13:12:55,Afternoon,655.49,Koramangala
Laddoo (Boondi),2025-04-24,11:09:06,Morning,281.25,HSR Layout
Dharwad Peda,2024-11-13,10:45:51,Morning,1173.29,HSR Layout
Halwa (Assorted),2025-04-17,14:49:03,Afternoon,309.08,Jayanagar
Pista Roll,2024-04-10,16:54:21,Afternoon,447.21,Jayanagar
Dharwad Peda,2024-07-10,14:35:23,Afternoon,575.54,Jayanagar
Kesar Peda,2024-03-27,13:15:31,Afternoon,341.0,Koramangala
Gulab Jamun,2024-08-27,08:57:14,Morning,105.91,RR Nagar
Gulab Jamun,2024-07-11,12:35:15,Afternoon,143.09,RR Nagar
Sohan Papdi,2024-01-24,12:22:16,Afternoon,624.85,Vijayanagar
Chiroti,2025-06-08,18:45:35,Evening,181.59,Indiranagar
Gulab Jamun,2024-09-27,13:56:06,Afternoon,127.68,Basavanagudi
Badam Milk,2025-01-22,10:08:04,Morning,51.05,Vijayanagar
Rasgulla,2024-04-04,20:12:34,Evening,107.15,Jayanagar
Sohan Papdi,2024-10-21,14:36:06,Afternoon,826.21,Basavanagudi
Gulab Jamun,2024-10-13,20:25:49,Evening,54.85,Indiranagar
Milk Burfi,2024-09-21,13:42:47,Afternoon,353.15,Jayanagar
Kesar Peda,2024-06-07,18:46:06,Evening,404.34,RR Nagar
Milk Burfi,2024-09-04,11:43:32,Morning,490.88,RR Nagar
Badam Milk,2024-05-20,08:00:07,Morning,168.78,Malleswaram
Halwa (Assorted),2024-04-25,08:55:16,Morning,686.51,Koramangala
Gulab Jamun,2024-04-15,14:47:31,Afternoon,63.99,Basavanagudi
Kesar Peda,2024-05-09,17:55:07,Evening,803.88,RR Nagar
Gulab Jamun,2024-04-20,10:43:55,Morning,126.31,Koramangala
Chiroti,2024-11-20,17:55:15,Evening,161.36,HSR Layout
Pista Roll,2024-03-06,12:17:01,Afternoon,589.93,Indiranagar
Laddoo (Boondi),2025-01-07,21:29:39,Evening,847.15,Electronic City
